"No","year","month","day","hour","PM2.5","PM10","SO2","NO2","O3","TEMP","PRES","DEWP","RAIN","wd","WSPM","target"
10651,2014,5,18,18,129,292,42,53,249,27.8,997.2,13.7,0,"SSW",1.6,1100
34367,2017,1,30,22,64,85,20,34,59,-0.4,1028.1,-27.4,0,"SW",3.1,100
23591,2015,11,8,22,155,155,2,52,2,2.4,1022.9,1.5,0,"E",0.5,2200
13161,2014,8,31,8,20,50,2,14,41,23.3,1004.9,17.7,0,"NNE",0.7,600
1193,2013,4,19,16,37,48,15,33,73,8.1,1018.7,-2.6,0,"SW",2,800
1593,2013,5,6,8,161,379,32,107,23,22,1011.9,15.1,0,"NE",1.1,2100
11488,2014,6,22,15,36,82,3,27,133,28,1000.7,19.5,0,"WNW",1.4,600
22194,2015,9,11,17,9,43,2,19,80,22.9,1005.3,8.9,0,"SW",0,200
2950,2013,7,1,21,107,4,8,58,11,24.1,989.2,23.8,10.2,"E",2.3,2500
4840,2013,9,18,15,92,96,11,31,76,24,1012,20.1,0,"E",0.8,1100
22598,2015,9,28,13,45,45,4,24,57,17.3,1015.3,14.6,0.5,"W",0.7,1100
10082,2014,4,25,1,142,142,8,125,8,17.3,1011.6,9.7,0,"ESE",1.5,1300
11810,2014,7,6,1,190,190,11,34,133,26.3,1001.4,22.4,0,"S",1.3,1600
31107,2016,9,17,2,88,88,2,25,82,21.3,1011.8,17.9,0,"S",0.6,1100
13890,2014,9,30,17,27,64,5,37,34,13.8,1016.4,3,0,"SW",1.2,400
21658,2015,8,20,9,44,56,2,29,86,24.5,1005.6,17.5,0,"NE",1.6,700
9803,2014,4,13,10,190,219,45,63,49,18.5,1015.3,6.3,0,"SSW",1.5,1500
15378,2014,12,1,17,3,5,2,7,61,-2.6,1021,-25.8,0,"N",0.9,200
26736,2016,3,18,23,28,40,4,54,25,11.1,1007.9,-6.8,0,"ENE",1.1,800
7301,2013,12,30,4,56,59,20,74,7.9254,3.9,1010.1,-17.7,0,"N",1.9,1200
13930,2014,10,2,9,67,67,2,59,5,16.2,1006.9,11.1,0,"ESE",0.9,1300
22940,2015,10,12,19,25,58,2,91,11,14.1,1013.5,6.4,0,"SW",0.7,600
24384,2015,12,11,23,61,61,9,81,2,-0.9,1018.2,-7.1,0,"WSW",1.3,1600
23228,2015,10,24,19,30,57,9,71,24,15.4,1023.5,3.5,0,"WSW",2,800
10122,2014,4,26,17,44,268,4,19,97,19,1014.8,8,0,"S",2.1,200
6180,2013,11,13,11,87,119,74,82,12.852,8.8,1011.9,-0.3,0,"SE",0.8,2300
11405,2014,6,19,4,126,126,2,49,18,19.7,999,18.5,0,"NNW",0.3,1100
26964,2016,3,28,11,96,164,21,104,11,17.1,1007.1,-3.1,0,"WNW",1,1400
4723,2013,9,13,18,116,154,1,93,1,20.3,996.8,18.8,0,"NE",0,1600
26699,2016,3,17,10,277,277,41,55,33,11,1005,1,0,"SSE",1,1800
23247,2015,10,25,14,32,56,7,63,34,13.4,1021.7,-2.6,0,"SE",2.2,800
5842,2013,10,30,9,36,67,11,50,4,9.7,1025.6,-1.7,0,"N",1.9,800
32205,2016,11,1,20,63,90,6,76,17,5.4,1026.9,-6.8,0,"SW",1.3,800
9439,2014,3,29,6,39,52,11,24,54,13.8,1005.3,2.1,0,"NNW",3.5,600
822,2013,4,4,5,46,81,70,57,36,8,1009.3,-4.2,0,"SSW",2.4,2000
19183,2015,5,9,6,50,78,10,35,14,12.3,1008.1,7,0,"SW",1.2,1400
9074,2014,3,14,1,12,129,2,7,74,8.5,1016.5,-19.4,0,"WNW",2.8,700
11872,2014,7,8,15,14,14,2,40,87,32.5,995.7,9.3,0,"NE",3.8,300
12406,2014,7,30,21,170,175,7,41,90,26.2,1001.4,23.9,0,"S",1.2,1500
19068,2015,5,4,11,14,18,2,14,75,21.1,1007.4,-6.6,0,"WNW",3.6,200
9381,2014,3,26,20,345,368,60,101,105,15.1,1004.4,11.1,0,"ESE",0,2000
26763,2016,3,20,2,43,96,29,27,13,6.1,1016.1,-3.3,0,"NNE",1,700
1460,2013,4,30,19,12,74,3,38,95,21.7,1006.9,-6.1,0,"ESE",1.4,400
17804,2015,3,12,19,47,83,18,120,9,10.2,1009.4,-15.4,0,"WSW",1.2,1000
33469,2016,12,24,12,121,149,39,86,11,-0.1,1027.7,-9.6,0,"NE",1.1,2900
31243,2016,9,22,18,122,160,10,91,110,22.7,1008.4,16.9,0,"ENE",0.8,1100
26504,2016,3,9,7,12,12,3,31,39,-3,1032.1,-20.8,0,"NNE",1.5,300
18023,2015,3,21,22,16,50,4,94,4,11.5,1016.1,-15.1,0,"WNW",1.3,700
5509,2013,10,16,12,17,51,10,23,73,18.9,1015,-3.3,0,"S",1.5,300
28605,2016,6,4,20,94,106,11,46,226,27.2,1003.6,13.5,0,"SE",2,500
11383,2014,6,18,6,68,68,2,49,38,20.6,997.9,18.9,0,"WSW",1.2,900
34463,2017,2,3,22,350,441,81,141,6,-1.5,1013.2,-11.9,0,"N",0.7,400
9265,2014,3,22,0,70,174,27,67,26,14.6,1011,-5.8,0,"WSW",2.5,800
29710,2016,7,20,21,8,8,2,18,47,21.7,995,21.2,18.4,"NE",1.5,500
21873,2015,8,29,8,28,58,2,41,56,24.1,1002.1,16.9,0,"NE",0.7,700
15989,2014,12,27,4,150,164,75,100,2,-7,1025,-10.9,0,"E",0.5,4200
20846,2015,7,17,13,18,19,2,38,52,22.4,1003.3,19.8,0.1,"NW",1.6,800
14558,2014,10,28,13,83,151,22,101,2,14.4,1019.4,4.7,0,"W",1.9,1300
24857,2015,12,31,16,60,60,13,64,24,3.9,1027.3,-10.9,0,"SSE",0.9,900
20082,2015,6,15,17,78,149,21,19,256,30.9,994.6,14.9,0,"SE",2.9,1000
21059,2015,7,26,10,83,83,2,13,59,29.6,995.6,23.3,0,"W",1.2,800
33252,2016,12,15,11,11,59,5,25,54,2.8,1030.8,-14.9,0,"NW",4.1,500
17375,2015,2,22,22,19,58,2,10,51,-2,1016,-12.4,0,"NNW",1.3,400
19172,2015,5,8,19,89,170,24,42,139,20.7,1003.7,9.3,0,"SE",1.6,1700
12707,2014,8,12,10,44,44,2,44,61,31.1,1001,12.9,0,"ESE",1.6,500
20935,2015,7,21,6,95,95,3,77,2,22.9,1002.3,22.6,0,"E",1.2,1300
636,2013,3,27,11,180,211,44,58,33,14.4,1005,1.3,0,"NE",2.6,1399
20881,2015,7,19,0,23,23,2,8,110,19.5,998.4,18.8,23.2,"NNE",1.6,800
28523,2016,6,1,10,94,99,6,35,74,25.1,1004.9,10.5,0,"SW",1.4,800
25590,2016,1,31,5,6,6,8,29,37,-7.7,1033.1,-24.4,0,"NNW",2.2,400
30700,2016,8,31,3,12,21,2,11,63,22.3,991.1,9.8,0,"N",2.4,200
32982,2016,12,4,5,148,148,5,80,2,-1.7,1007.2,-5.2,0,"NNW",1.1,2900
5755,2013,10,26,18,63,77,13,73,52,8.8,1014.1,3.2,0,"SW",0,1000
11169,2014,6,9,8,31,56,9,49,27,22.5,999.6,16.1,0,"ENE",0.7,900
10980,2014,6,1,11,37,37,2,40,117,27.8,1001.7,14.4,0,"NE",2.8,900
9333,2014,3,24,20,197,248,76,132,49,12.5,1005.5,6.3,0,"SW",0.1,1700
14818,2014,11,8,9,65,87,14,68,4,3.1,1032,1.5,0,"E",0,2300
30944,2016,9,10,7,6,22,2,14,2,16.3,1002.4,13.8,0,"W",1.1,300
30552,2016,8,24,23,126,131,2,59,59,27,999.3,23.7,0,"ESE",0.8,1200
21784,2015,8,25,15,8,12,2,10,105,30.4,1004.3,14.5,0,"NE",2.7,400
13679,2014,9,21,22,60,60,13,38,101,21.3,1014.5,16,0,"ESE",1.2,1600
30748,2016,9,2,3,15,38,2,55,2,20.4,996.8,14.5,0,"E",1,500
25974,2016,2,16,5,9,45,5,2,79,1,1012.3,-16.4,0,"WNW",5.8,200
32318,2016,11,6,13,40,40,8,25,63,9.5,1017,-3.5,0,"SSE",2.8,800
4890,2013,9,20,17,17,34,3,34,98,23,1010.2,17.9,0,"WSW",0.7,400
13197,2014,9,1,20,113,113,2,98,19,20.4,1007.8,19.1,9.8,"W",4.9,2100
7793,2014,1,19,16,179,260,88,87,14,6.3,1011.8,-15.7,0,"NW",4,2700
3449,2013,7,22,16,83,127,7,27,127,28.8,994.4,20.3,0,"SSW",1,1000
24293,2015,12,8,4,189,200,21,86,3,1.6,1022.5,-1.3,0,"E",1,3900
1637,2013,5,8,4,148,222,39,56,55,16.9,1010.2,9.3,0,"ESE",1.1,1500
31019,2016,9,13,10,122,122,2,41,58,23,1015.2,19.4,0,"NE",1.5,900
6142,2013,11,11,21,79,115,24,73,4.0698,6.9,1020.6,-7.5,0,"W",1.9,900
16918,2015,2,3,21,18,18,2,23,71,3,1025,-20.4,0,"WNW",7.1,300
16932,2015,2,4,11,8,18,20,27,63,2,1030,-17.5,0,"NW",3.6,500
24727,2015,12,26,6,414,550,11,172,10,-4.4,1014.1,-4.4,0,"ENE",1.6,9500
5332,2013,10,9,3,83,88,9,51,16,11.7,1003.7,10.3,0,"NNW",0.6,800
32208,2016,11,1,23,81,117,12,78,2,0.7,1026.5,-3.8,0,"SW",0.7,1000
7461,2014,1,5,20,77,93,32,77,6,-3.5,1017.5,-11.3,0,"N",0.6,1800
34439,2017,2,2,22,162,191,50,108,10,-2.4,1022.5,-15.5,0,"SW",0,200
9211,2014,3,19,18,48,76,17,45,78,11,1018.1,-7.8,0,"N",3.8,700
4849,2013,9,19,0,103,111,13,49,50,20.7,1006.9,18.3,0,"ESE",1,1800
16717,2015,1,26,12,83,83,10,33,27,3,1017,-12.9,0,"NNE",5.9,1200
14753,2014,11,5,16,9,15,6,15,64,20,1020,-6.6,0,"NNW",1.8,400
30034,2016,8,3,9,28,40,2,12,69,28.8,1001.9,22.1,0,"WSW",1,500
6766,2013,12,7,21,242,265,45,128,2,1.8,1011.3,-3.9,0,"NNE",0.9,5000
27493,2016,4,19,12,93,119,34,74,24,13.3,1013.2,3.4,0,"SSE",2.1,1800
22119,2015,9,8,14,29,31,8,23,185,27.4,1010.3,11.4,0,"SSW",2,600
11740,2014,7,3,3,145,145,3,37,43,23.6,995,21.7,0,"SSE",0.9,1300
25197,2016,1,14,20,60,123,47,86,6,-1.7,1009.9,-17,0,"WNW",0.6,2200
9556,2014,4,3,3,51,5,7,25,54,11.5,1016,-12.1,0,"N",2,600
23645,2015,11,11,4,154,154,5,51,2,5.4,1025.5,5,0,"ENE",0.9,1700
13897,2014,10,1,0,77,137,9,73,2,12.4,1014.2,6.2,0,"NE",1.5,800
5998,2013,11,5,21,139,150,18,92,10.9242,6.6,1010,1.9,0,"N",0,1800
26186,2016,2,25,1,22,45,4,11,43,-3.4,1025.5,-16.7,0,"NW",2.6,200
4558,2013,9,6,21,90,103,8,66,49,20.1,1012.6,17.9,0,"SE",0.8,2300
30199,2016,8,10,6,103,103,2,38,37,26.6,1003.2,24.6,0,"SE",1.3,1200
2384,2013,6,8,7,85,95,3,20,5,19.3,999.5,19.3,0.1,"W",0.7,1600
20697,2015,7,11,8,134,174,25,58,37,26,1005.6,21.2,0,"ESE",1.2,2400
27999,2016,5,10,14,31,40,2,22,144,27.9,1003.3,4.2,0,"SW",2.3,400
6688,2013,12,4,15,28,34,21,22,53,12.1,1014.5,-7.9,0,"ENE",1.7,1000
26681,2016,3,16,16,261,265,60,40,172,16.2,1010.2,-0.1,0,"SSW",2.8,1800
11638,2014,6,28,21,15,31,2,7,96,28,996.9,13.5,0,"NNW",0.8,300
4759,2013,9,15,6,3,9,3,38,20,17.4,1008.6,9.8,0,"ENE",1,300
22290,2015,9,15,17,97,115,28,28,256,25.1,1013.6,11.6,0,"SE",1.8,1100
11378,2014,6,18,1,61,61,5,38,37,18.5,997.9,18.5,0,"N",0.5,700
29965,2016,7,31,12,45,62,2,20,121,27.9,1001.5,22.4,0,"ENE",2.3,900
4275,2013,8,26,2,55,120,10,68,33,22.1,999.4,19.1,0,"NE",1.4,900
8432,2014,2,15,7,282,247,35,73,7,-6.7,1016,-8.2,0,"WSW",0.5,2900
30747,2016,9,2,2,19,49,2,53,2,20.3,996.4,14,0,"NE",0.9,500
32384,2016,11,9,7,149,187,5,78,2,-0.5,1028.8,-1.9,0,"ENE",0.9,3000
13598,2014,9,18,13,40,49,2,25,128,27.8,1009,6,0,"SE",2.5,600
2195,2013,5,31,10,129,164,46,56,80,26.3,998,16.2,0,"SSW",1.6,800
12657,2014,8,10,8,36,36,2,41,50,24.9,998.8,20.4,0,"SW",1.2,900
5335,2013,10,9,6,74,78,3,42,16,11.6,1004.1,10.5,0,"W",0.9,1100
537,2013,3,23,8,48,57,15,34,15,2.8,1003.1,-6.4,0,"ESE",2.6,1100
17951,2015,3,18,22,87,192,19,156,2,5.5,1008.9,-1.7,0,"S",0.4,1200
30339,2016,8,16,2,20,26,2,35,2,19.8,1002.4,18.3,0,"ENE",0.6,500
24736,2015,12,26,15,131,131,15,57,18,-0.5,1023.7,-5.3,0,"WSW",1.8,2100
12753,2014,8,14,8,26,26,4,55,12,22.8,1003.1,19.4,0,"SE",0.4,400
3696,2013,8,1,23,58,22,3,116,2,22.2,999,21.7,0,"WNW",1.8,1400
21644,2015,8,19,19,51,51,4,17,102,23.8,1001.1,20.3,0,"N",1.9,700
5271,2013,10,6,14,166,97,16,67,35,20.6,1015.9,15.2,0,"ESE",0.9,2400
28758,2016,6,11,5,5,16,2,18,34,20.9,1003.1,9.2,0,"WSW",0.8,400
19028,2015,5,2,19,74,125,2,34,142,22.3,999.4,12.8,0,"SSW",2.7,600
812,2013,4,3,19,53,83,23,46,73,11.1,1008.4,-3.8,0,"SW",1.3,800
27164,2016,4,5,19,25,136,19,40,118,16,1007.1,1.3,0,"ESE",4.4,700
3669,2013,7,31,20,105,158,6,33,175,23.5,997.5,21.8,1.1,"NW",2.8,800
26598,2016,3,13,5,6,28,7,23,57,4.1,1019.8,-13.7,0,"WNW",4.5,300
14921,2014,11,12,16,4,30,4,9,63,8.2,1020,-17,0,"N",3.4,300
15298,2014,11,28,9,58,194,28,68,7,4.4,1015,-4.9,0,"S",0.4,2200
34041,2017,1,17,8,128,131,20,82,13,-1.9,1026.5,-5.5,0,"NE",1.2,2600
17951,2015,3,18,22,97,187,18,114,4,6.9,1006.7,-5.5,0,"W",0.4,1500
23906,2015,11,22,1,90,90,16,51,2,0.4,1031.5,-1.7,0,"SE",0.9,1800
21015,2015,7,24,14,94,94,2,22,183,31.5,996.7,17.8,0,"S",1.8,900
5869,2013,10,31,12,167,210,19,126,8.3538,14.4,1017.3,1,0,"SW",1.2,1600
23757,2015,11,15,20,219,219,15,70,17,10.3,1020.2,4.4,0,"SSE",1.6,3700
7559,2014,1,9,22,47,73,28,23,31,-7.4,1021.6,-25,0,"NNW",2,1400
17063,2015,2,9,22,128,128,36,78,2,-5,1013,-19.2,0,"W",0.8,2100
1249,2013,4,22,0,98,110,29,75,48,11.2,1010.1,3.9,0,"SSW",1.4,700
23691,2015,11,13,2,179,179,3,58,2,6.9,1021.8,4.6,0,"S",1.3,2500
28053,2016,5,12,20,26,52,2,30,66,17.4,1012.6,0.1,0,"NNW",0.6,400
10242,2014,5,1,17,162,216,37,28,191,16.3,1001.4,12.5,2.5,"NE",1.2,1000
11137,2014,6,8,0,27,27,3,89,5,19.8,997,13.9,0,"ESE",0.7,400
28160,2016,5,17,7,58,125,8,92,12,18.4,1005.3,9.2,0,"NNE",1.2,900
15362,2014,12,1,1,29,264,6,4,2,-4.4,1024,-24.6,0,"WNW",4.2,300
3943,2013,8,12,6,30,32,22.848,27.9208,22,24.1,999.2,23.4,0,"W",1.1,400
34305,2017,1,28,8,383,442,91,81,56,-2.575,1018,-10.6,0,"NE",1.3,2700
9848,2014,4,15,7,208,241,8,122,8,18.4,1011.4,10.2,0,"ESE",1.4,1800
30712,2016,8,31,15,13,13,2,21,94,34.1,989.9,1.8,0,"N",4,100
29612,2016,7,16,19,28,30,2,16,70,24.1,995.2,16.6,0,"N",1.3,800
23346,2015,10,29,17,10,25,3,26,48,11.8,1021.7,-9.9,0,"WNW",3.6,300
5835,2013,10,30,2,32,59,4,76,2,3.2,1021,-0.3,0,"N",0.2,1200
24059,2015,11,28,10,192,192,2,95,9,-2,1026.7,-6.4,0,"ESE",2,3200
31871,2016,10,18,22,145,145,3,46,7,16.6,1009.1,14.1,0,"ESE",2,1900
9626,2014,4,6,1,23,46,3,21,51,6.3,1011.7,-6,0,"NNW",1,400
28952,2016,6,19,7,86,127,7,85,35,24.4,1002.5,18.6,0,"NE",1.2,1100
12050,2014,7,16,1,88,112,2,57,65,24.4,998.6,21.9,0,"ENE",1,1100
12995,2014,8,24,10,4,5,17,26,53,28.3,1003,10.9,0,"WNW",5.3,500
26924,2016,3,26,19,18,56,4,32,75,17.1,1015.3,-11.6,0,"N",1.9,300
6229,2013,11,15,12,79,173,51,72,28.4886,15.6,1006.3,-11,0,"W",2.7,1100
4139,2013,8,20,10,144,147,1,70,72,30.2,1005.8,22.1,0,"E",2.9,2100
11122,2014,6,7,9,6,6,2,6,88,24.6,996.5,8.5,0,"NE",4.1,400
6738,2013,12,6,17,114,134,44,79,1,4.7,1011.9,-5.1,0,"WSW",0.4,1900
26252,2016,2,27,19,31,46,9,34,57,6.3,1019.5,-11.8,0,"SSW",2.5,800
28945,2016,6,19,0,52,52,2,21,85,21.9,997.2,17.3,0,"NW",1.3,700
18402,2015,4,6,17,23,23,5,5,97,13.1,1017.8,-13.9,0,"NW",1.7,200
19805,2015,6,4,4,31,37,9,18,84,24.6,998.2,8.5,0,"N",1,500
34074,2017,1,18,17,42,71,10,60,22,1,1027.25,-15.2,0,"SW",1.8,900
24050,2015,11,28,1,382,382,25,97,9,-3.7,1024.8,-8,0,"N",0.7,3900
34390,2017,1,31,21,79,79,19,68,63,-1.3,1024.9,-21.4,0,"ENE",0.8,1100
22622,2015,9,29,13,40,40,2,43,19,15.3,1022.1,14,0,"WNW",0.4,900
4294,2013,8,26,21,105,182,17,20,173,26.6,998.4,20.4,0,"E",2.3,1400
3250,2013,7,14,9,147,105,17,35,39,26.9,1003,22.9,0,"W",0.9,1500
5637,2013,10,21,20,93,237,5,118,1,8.4,1020.3,6.2,0,"N",0,1200
11111,2014,6,6,22,17,17,2,56,24,16.3,999.7,16.1,0,"NNW",0,700
25296,2016,1,18,23,20,61,5,71,3,-10.3,1024.1,-22.2,0,"NE",0.7,1400
10124,2014,4,26,19,43,153,7,58,56,17.5,1014.1,8.9,0,"SW",1.1,400
32257,2016,11,4,0,257,315,5,103,2,3.5,1010.1,2.8,0,"ENE",0.8,4000
13291,2014,9,5,18,100,174,10,24,260,27,1000.6,18.6,0,"E",2.4,1000
27821,2016,5,3,4,32,32,2,2,71,11.1,994.2,2.9,0,"NE",1.2,200
4708,2013,9,13,3,74,35,1,11,41,18.5,998.9,17.7,0.1,"NE",0.1,1000
30701,2016,8,31,4,42,61,2,75,20,19.4,995.4,16.1,0,"NE",1.1,800
29464,2016,7,10,15,66,66,2,14,253,35.6,991.5,21.1,0,"SSE",3.3,700
20363,2015,6,27,10,55,62,6,36,40,23.9,1000.2,19.4,0,"N",1.4,1100
23586,2015,11,8,17,43,43,2,18,36,6.3,1014.9,1.8,0,"SW",1.2,500
27893,2016,5,6,4,50,322,2,2,79,15.1,1004.5,-4.8,0,"NNW",2.2,200
31700,2016,10,11,19,99,119,6,78,22,15,1019,10,0,"ESE",1.4,1300
14262,2014,10,16,5,11,23,5,25,28,6.3,1014.3,-3.4,0,"N",1.3,300
21677,2015,8,21,4,4,7,2,14,79,22.1,1003,12.1,0,"NE",1.6,300
30837,2016,9,5,20,51,110,2,36,124,27.1,1005.1,16.7,0,"W",1.7,800
30478,2016,8,21,21,56,77,4,40,190,29.8,1006.5,22.3,0,"SE",2.4,1300
16192,2015,1,4,15,91,109,34,89,14,8,1008,-14.3,0,"NE",1.4,1800
20500,2015,7,3,3,20,61,8,48,32,20.2,1003.4,11.4,0,"E",1,700
3798,2013,8,6,5,105,110,3,39,20,25.3,994.8,24.6,0,"N",0,700
7713,2014,1,16,8,403,476,121,139,1,-3.7,1024.3,-6.3,0,"ENE",1.2,5200
34779,2017,2,17,2,4,12,2,21,61,1,1027.9,-20.7,0,"N",3.8,200
17245,2015,2,17,12,8,17,2,5,81,7,1013,-12.2,0,"ENE",4.6,200
15453,2014,12,4,20,10,28,8,27,43,-1.5,1021,-25.6,0,"N",2.3,200
1281,2013,4,23,8,148,163,19,60,8,10.2,1003.9,6.9,0,"SE",1.5,1200
28232,2016,5,20,7,94,140,10,81,46,18.2,1008.2,10.8,0,"NNE",0.9,1200
9288,2014,3,22,23,110,224,44,84,34,10.4,1021.8,-7.4,0,"S",1.1,1700
4476,2013,9,3,11,46,66,5,11,104,26.2,1013.6,17.3,0,"ENE",1.2,900
33849,2017,1,9,8,13,24,5,20,41,-2.425,1020,-14.8,0,"NW",2.4,500
23668,2015,11,12,3,84,84,2,52,2,5.4,1022.2,4.7,0,"W",0.8,1900
30832,2016,9,5,15,15,15,2,9,112,31.6,1004.6,12.4,0,"NW",3.2,300
23816,2015,11,18,7,49,49,7,41,4,2.3,1024.5,-1.3,0,"S",2,1700
29538,2016,7,13,17,15,54,2,9,159,35.9,994.1,15.1,0,"SSW",1.6,900
32319,2016,11,6,14,41,41,14,36,57,9.6,1022.5,-5.1,0,"S",3,1000
2794,2013,6,25,9,62,55,3,10,64,23,992.3,20,0,"E",0.8,1000
18008,2015,3,21,7,21,101,14,42,43,11.2,1009.5,-20.6,0,"WNW",4.7,400
31039,2016,9,14,6,100,100,2,71,2,18.9,1008.5,17.2,0,"N",0.8,1500
2125,2013,5,28,12,113,116,3,65,7,21.6,1002.4,17,0,"WNW",1,1399
13068,2014,8,27,11,29,85,3,58,127,32,1009.4,11.7,0,"WSW",1.7,600
33962,2017,1,14,1,24,30,15,65,32,-2.425,1026,-22.1,0,"NE",2.2,600
21771,2015,8,25,2,6,22,4,5,38,21.1,1002.1,16.3,0,"NW",1.2,400
26877,2016,3,24,20,7,30,2,30,62,10.5,1020.4,-14.3,0,"NE",1.4,500
13137,2014,8,30,8,129,145,4,61,12,22.9,1011.9,20.2,0,"ENE",2,1900
20948,2015,7,21,19,176,176,2,28,151,28.9,999.3,22.9,0,"SSW",1.8,1200
33539,2016,12,27,10,14,43,8,24,40,-0.3,1033.7,-15.8,0,"NW",3.3,500
19852,2015,6,6,3,41,41,3,30,84,19.2,995.6,15.3,0,"ENE",0.8,400
3257,2013,7,14,16,33,35,5,10,144,29.3,1002.1,19.6,0,"ESE",1.7,500
16970,2015,2,6,1,76,80,26,91,4,-1,1021,-14.2,0,"W",2,1600
30621,2016,8,27,20,25,47,2,63,27,22.5,1007.4,15.1,0,"W",0.6,500
5661,2013,10,22,20,63,90,35,71,25,10.2,1015.1,8.6,0.1,"ENE",1,1100
28603,2016,6,4,18,80,193,14,59,250,29.5,997,12,0,"SSW",2.8,100
6213,2013,11,14,20,49,111,15,67,16.9218,3.6,1009.7,-6.4,0,"WNW",1,1400
16657,2015,1,24,0,219,219,45,96,21,-1,1017,-11.2,0,"NNE",2.4,3200
33749,2017,1,5,4,266,298,13,134,2,-0.5,1022.1,-2.7,0,"NNE",1.7,8000
375,2013,3,16,14,166,169,76,61,92,14.5,1016.6,0.3,0,"S",2.1,1700
33943,2017,1,13,6,20,26,2,8,78,-3.4,1014.75,-17.9,0,"NW",2.1,300
23481,2015,11,4,8,209,233,6,108,4,5.2,1019.8,4.3,0,"ENE",0.6,3000
4097,2013,8,18,16,17,56,3,4,115,33.3,997.7,15.3,0,"E",2.5,500
28032,2016,5,11,23,152,181,8,38,97,22.4,991.5,17.5,2,"SSE",3.4,1300
32950,2016,12,2,21,87,101,14,80,2,1.1,1017.6,-7.7,0,"N",0.8,1700
23431,2015,11,2,6,87,118,7,80,2,1.9,1017.5,0.1,0,"SSE",0.6,1400
23904,2015,11,21,23,80,80,5,65,4,-0.1,1031.3,-1.8,0,"ESE",1.2,1800
1450,2013,4,30,9,15,51,10,37,64,22.6,1009.8,-2.2,0,"E",2.2,400
1811,2013,5,15,10,93,221,109,55,85,24.7,1014.4,6,0,"ESE",1.3,2600
18208,2015,3,29,15,71,330,17,23,121,22.3,1007.6,-1.8,0,"SW",4.3,500
3091,2013,7,7,18,140,147,12,7,209,30.5,989.9,23.4,0,"S",2,1100
32125,2016,10,29,12,11,19,2,22,51,10.3,1022.5,-7.9,0,"SSW",2.6,200
28076,2016,5,13,19,39,60,2,17,133,21.7,1014.2,1.9,0,"SSW",2.3,300
20846,2015,7,17,13,37,37,2,36,52,22.4,1003.3,19.8,0.1,"NW",1.6,800
27310,2016,4,11,21,49,118,12,63,41,10.2,1009.5,-1.5,0,"ENE",2.3,700
6156,2013,11,12,11,36,45,27,57,16.7076,13.8,1020.8,-5.9,0,"ENE",3.3,1100
28595,2016,6,4,10,114,172,28,51,128,27.9,1002.1,14.2,0,"NNE",1.3,1200
1953,2013,5,21,8,91,183,39,64,50,23.3,995.1,9.7,0,"ENE",2.2,1000
10514,2014,5,13,1,38,94,18,42,95,21.5,996.4,7,0,"WSW",2,600
3893,2013,8,10,4,107,159,5,102,2,25.4,999.2,22.3,0,"N",1.7,800
158,2013,3,7,13,276,295,81,170,5,17.7,1000.2,-3.2,0,"SW",3.1,3799
18493,2015,4,10,12,226,238,31,73,76,17.8,1015.8,4,0,"ESE",2.3,1600
13789,2014,9,26,12,131,131,13,44,29,19.5,1000.5,15.6,0,"E",1.4,1600
15226,2014,11,25,9,106,167,45,93,2,2.3,1021,-2,0,"ENE",1.4,3400
33128,2016,12,10,7,29,71,2,60,2,-3.7,1025.9,-11.7,0,"NNE",1.3,800
34488,2017,2,4,23,8,8,7,13,77,6.1,1015.7,-13,0,"NNW",2.8,300
15722,2014,12,16,1,4,5,5,10,51,-3.9,1027,-19.8,0,"NNW",3.6,200
31698,2016,10,11,17,141,204,5,80,50,17.7,1012.3,9.6,0,"ESE",2.6,2700
14323,2014,10,18,18,128,213,15,98,112,17.8,1006.1,6.3,0,"N",0.7,1400
11383,2014,6,18,6,56,56,2,69,25,19.5,1000.3,17.6,0,"NNW",1.7,1000
4598,2013,9,8,13,136,159,47,73,64,24.9,1011.7,19,0,"ESE",1.1,2100
19982,2015,6,11,13,18,18,2,7,100,26,993,8,0,"NNW",5.6,100
6265,2013,11,17,0,10,20,5,33,3.6414,1.2,1017,-6.9,0,"WNW",0.6,500
13448,2014,9,12,7,89,89,2,22,24,19,1006.4,17.1,0,"NNW",1.1,1300
8390,2014,2,13,13,184,191,90,62,34,-0.8,1029.6,-8.5,0,"S",1.9,2700
17851,2015,3,14,18,115,115,52,89,51,9.1,1011.4,-7.6,0,"E",1.9,1500
10038,2014,4,23,5,129,170,5,81,5,14.1,1003.3,10.5,0,"NE",0.4,900
11136,2014,6,7,23,19,52,2,62,62,18.9,996.7,14.6,0,"SW",0.4,600
17482,2015,2,27,9,10,12,2,20,53,-2,1024,-16.9,0,"NE",2.6,400
34777,2017,2,17,0,6,27,2,10,79,2.1,1026.6,-21.2,0,"NNW",3.9,100
17610,2015,3,4,17,11,23,13,17,74,4.8,1016.4,-26.8,0,"ENE",2.6,400
25077,2016,1,9,20,158,194,44,103,9,0.6,1020.8,-13.9,0,"W",1.8,3600
11906,2014,7,10,1,42,102,4,100,6,22.4,995.6,19.2,0,"E",0,800
17875,2015,3,15,18,71,237,14,33,108,15.7,1009.9,-12.7,0,"SW",3.5,700
32076,2016,10,27,11,27,85,3,14,28,9.6,1019,1.8,0,"NW",1.3,500
9267,2014,3,22,2,67,154,27,87,9,10,1011,-5.6,0,"ENE",1.1,800
